,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
67,Punta Arenas,83,CL,1584425773,66,-53.15,-70.92,48.2,20.8
68,Tirano,52,IT,1584426066,87,46.22,10.17,39.0,1.01
69,Labuhan,13,ID,1584426067,64,-6.88,112.21,87.96,8.3
70,Deep River,90,CA,1584426067,73,46.1,-77.5,28.0,5.82
71,Kapaa,90,US,1584426067,94,22.08,-159.32,73.4,11.41
72,Bengkulu,21,ID,1584425863,66,-3.8,102.27,86.52,5.84
73,Marawi,57,PH,1584425941,81,8.0,124.29,82.0,7.0
74,Luangwa,90,ZM,1584426068,86,-15.62,30.42,73.74,6.64
75,Yellowknife,75,CA,1584426068,57,62.46,-114.35,-9.4,4.7
76,Albany,90,US,1584425906,59,42.6,-73.97,37.4,14.99
77,Río Gallegos,31,AR,1584425869,65,-51.62,-69.22,46.4,12.75
78,Khatanga,0,RU,1584426069,93,71.97,102.5,-19.68,8.55
79,Ulaanbaatar,40,MN,1584426069,30,47.91,106.88,44.6,6.71
80,San Patricio,0,MX,1584426069,79,19.22,-104.7,75.9,0.78
81,Lavrentiya,100,RU,1584426069,96,65.58,-171.0,25.5,10.85
82,Nanortalik,0,GL,1584425707,63,60.14,-45.24,17.58,32.19
83,Ubari,0,LY,1584426070,37,26.59,12.78,59.52,9.51
84,Bonavista,0,CA,1584426070,80,48.65,-53.11,17.01,1.99
85,Ilulissat,14,GL,1584426070,48,69.22,-51.1,-5.8,17.22
86,Sayhāt,0,SA,1584426070,78,26.49,50.04,80.6,4.7
87,Monrovia,74,LR,1584426016,86,6.3,-10.8,81.3,7.81
88,Quesnel,1,CA,1584426071,58,53.0,-122.5,28.4,2.21
89,Sebeta,83,ET,1584426071,71,8.92,38.62,62.76,3.13
90,Castro,68,BR,1584425902,98,-24.79,-50.01,61.86,3.38
91,Avera,90,US,1584425897,67,33.19,-82.53,59.0,5.82
92,Flin Flon,33,CA,1584425703,95,54.77,-101.86,-6.18,5.99
93,Ancud,90,CL,1584425941,100,-41.87,-73.82,55.4,9.17
94,Port Alfred,20,ZA,1584426073,82,-33.59,26.89,64.0,7.0
95,Paamiut,0,GL,1584425872,47,61.99,-49.67,-0.42,8.99
96,Lagoa,0,PT,1584426073,78,39.05,-27.98,61.68,10.27
97,Batagay,98,RU,1584426073,90,67.63,134.63,5.16,3.29
98,Leh,35,IN,1584426074,26,34.17,77.58,19.92,2.46
99,Tual,3,ID,1584425868,65,-5.67,132.75,83.28,7.81
100,Saint Paul Harbor,90,US,1584426074,93,57.79,-152.41,37.4,5.82
101,Borås,75,SE,1584426074,86,57.72,12.94,42.01,18.34
102,Aklavik,90,CA,1584426075,85,68.22,-135.01,17.6,9.17
103,Davidson,90,US,1584425967,81,36.15,-86.78,54.0,2.93
104,Upata,69,VE,1584426075,93,8.01,-62.4,67.8,3.13
105,Bethel,90,US,1584425910,74,41.37,-73.41,41.0,3.36
106,Beira,40,MZ,1584426002,66,-19.84,34.84,84.2,14.99
107,Matinha,100,BR,1584426076,98,-3.1,-45.03,72.84,3.09
108,Karratha,0,AU,1584426076,69,-20.74,116.85,86.7,14.16
109,Saint-Avold,98,FR,1584426076,87,49.1,6.7,50.0,2.24
110,Guerrero Negro,100,MX,1584426077,70,27.98,-114.06,59.52,10.69
111,Anadyr,75,RU,1584425883,86,64.75,177.48,30.2,40.26
112,Vila Franca do Campo,20,PT,1584426077,87,37.72,-25.43,51.8,2.24
113,Avarua,100,CK,1584425789,88,-21.21,-159.78,80.6,14.99
114,Muisne,67,EC,1584426078,85,0.6,-80.03,75.54,0.83
115,Beringovskiy,100,RU,1584426078,96,63.05,179.32,29.82,21.79
116,Csanádpalota,30,HU,1584426078,64,46.25,20.73,36.0,5.82
117,The Valley,40,AI,1584426079,88,18.22,-63.06,77.0,1.12
118,Vila do Maio,20,CV,1584426079,68,15.13,-23.22,68.0,16.11
119,La Rioja,90,ES,1584426079,100,42.25,-2.5,44.6,3.36
120,Iqaluit,90,CA,1584426079,84,63.75,-68.51,6.8,16.11
121,Sitka,90,US,1584425798,74,57.05,-135.33,39.2,3.36
122,Tiksi,100,RU,1584426080,92,71.69,128.87,-6.18,5.66
123,Bismarck,1,US,1584425989,79,46.81,-100.78,21.2,13.87
124,Kununurra,54,AU,1584426080,22,-15.77,128.73,98.6,9.17
125,Tongliao,0,CN,1584425867,23,43.61,122.27,51.06,17.6
126,Semypolky,100,UA,1584426081,47,50.72,30.93,39.0,13.42
127,Salinópolis,100,BR,1584426081,83,-0.61,-47.36,78.78,4.94
128,Mitchell,1,US,1584425795,79,43.71,-98.03,28.4,8.05
129,Bolpur,10,IN,1584426081,43,23.67,87.72,87.01,0.89
130,Srīvardhan,0,IN,1584426081,30,18.03,73.02,91.38,8.01
131,Hualmay,99,PE,1584426082,77,-11.1,-77.61,72.3,3.69
132,Esterhazy,0,CA,1584426082,84,50.65,-102.08,11.82,11.03
133,Tuktoyaktuk,90,CA,1584426082,92,69.45,-133.04,15.8,21.92
134,Ahipara,4,NZ,1584425851,70,-35.17,173.17,65.82,23.89
135,Barcelos,8,PT,1584426083,75,41.54,-8.62,46.0,5.82
136,Daru,95,PG,1584426083,64,-9.08,143.21,84.54,7.58
137,Marabu,75,MY,1584426061,79,4.41,114.01,87.8,9.17
138,Rixensart,48,BE,1584426083,93,50.71,4.53,42.8,4.7
139,Soyo,75,AO,1584425861,88,-6.13,12.37,80.6,2.24
140,Ribeira Grande,64,PT,1584426084,87,38.52,-28.7,57.9,11.77
141,Lüderitz,0,NA,1584426084,93,-26.65,15.16,63.3,8.81
142,Evensk,100,RU,1584426084,96,61.95,159.23,19.92,10.83
143,Laas,57,IT,1584425867,93,46.62,10.7,37.99,1.12
144,Souillac,75,MU,1584426085,78,-20.52,57.52,80.01,11.41
145,Asău,64,RO,1584425729,74,46.43,26.4,30.2,4.7
146,São Filipe,44,CV,1584426085,78,14.9,-24.5,66.72,16.71
147,Arraial do Cabo,92,BR,1584426086,85,-22.97,-42.03,77.34,8.59
148,Saldanha,24,ZA,1584426086,72,-33.01,17.94,62.6,2.24
149,Mumbwa,100,ZM,1584426086,96,-14.98,27.06,66.0,4.72
150,Nikolskoye,18,RU,1584425876,100,59.7,30.79,35.01,1.16
151,Shimoda,20,JP,1584426087,46,34.67,138.95,57.2,16.11
152,Mālpur,33,IN,1584426087,12,23.35,73.45,90.3,13.73
153,Klaksvík,80,FO,1584425852,74,62.23,-6.59,37.4,21.92
154,Saint George,1,US,1584425841,71,37.1,-113.58,53.01,4.7
155,Hachinohe,20,JP,1584426087,30,40.5,141.5,46.99,13.87
156,Hermanus,52,ZA,1584426088,78,-34.42,19.23,66.99,7.54
157,Lorengau,100,PG,1584425799,83,-2.02,147.27,79.86,13.85
158,Hithadhoo,30,MV,1584425887,72,-0.6,73.08,84.18,10.63
159,Port Macquarie,35,AU,1584426001,77,-31.43,152.92,69.01,11.41
160,Berlevåg,90,NO,1584425848,92,70.86,29.09,24.8,29.97
161,Nelson Bay,75,AU,1584426089,68,-32.72,152.15,73.0,10.29
162,Matamoros,40,MX,1584426089,47,25.53,-103.25,68.0,1.92
163,Norman Wells,90,CA,1584426089,85,65.28,-126.83,10.4,2.24
164,Bredasdorp,64,ZA,1584426089,87,-34.53,20.04,66.0,4.7
165,Provideniya,90,RU,1584426089,97,64.38,-173.3,32.0,11.18
166,Kahului,40,US,1584426090,73,20.89,-156.47,75.2,8.05
167,Mossamedes,100,AO,1584426090,85,-15.2,12.15,73.92,6.42
168,Pacific Grove,1,US,1584426090,81,36.62,-121.92,44.6,10.29
169,Dingle,1,PH,1584425876,47,11.0,122.67,88.32,12.88
170,Northam,99,GB,1584425850,94,51.03,-4.22,48.99,14.0
171,Mehamn,90,NO,1584426091,92,71.04,27.85,26.6,29.97
172,Atar,100,MR,1584426091,29,20.52,-13.05,63.3,11.18
173,Pangoa,100,PE,1584426091,98,-12.12,-73.0,69.42,1.83
174,Cham,40,CH,1584426091,86,47.18,8.46,45.0,2.24
175,Port Hardy,5,CA,1584426092,80,50.7,-127.42,39.2,9.17
176,Fuyang,79,CN,1584425827,43,32.9,115.82,71.4,9.82
177,San Joaquin,100,VE,1584426092,81,10.26,-67.79,76.08,7.52
178,Tukums,40,LV,1584426092,100,56.97,23.16,30.2,3.36
179,Chicama,90,PE,1584426092,83,-7.84,-79.15,73.4,5.82
180,Nishihara,20,JP,1584426093,52,26.18,127.76,69.01,4.7
181,Fortuna,90,US,1584426093,87,40.6,-124.16,44.6,1.99
182,Chemnitz,100,DE,1584426093,81,50.83,12.92,48.0,5.82
183,Itarema,100,BR,1584426093,93,-2.92,-39.92,73.56,3.74
184,Konstantinovka,100,RU,1584426094,88,49.62,127.98,31.08,12.55
185,Trairi,93,BR,1584426094,91,-3.28,-39.27,72.66,2.68
186,Longyearbyen,20,SJ,1584426094,69,78.22,15.64,-13.0,6.93
187,Palmer,90,US,1584426095,83,42.16,-72.33,34.0,5.46
188,Ayorou,18,NE,1584426095,13,14.73,0.92,75.54,7.96
189,Baruun-Urt,21,MN,1584426095,84,46.68,113.28,35.94,11.81
190,Lilongwe,61,MW,1584425822,82,-13.97,33.79,66.2,6.93
191,Port Elizabeth,16,ZA,1584426009,72,-33.92,25.57,66.2,17.22
192,Gundorovskiy,0,RU,1584426096,49,46.78,41.9,35.76,0.94
193,George Town,20,MY,1584426096,52,5.41,100.34,95.0,8.05
194,Redlands,90,US,1584425883,76,34.06,-117.18,53.01,9.17
195,Athens,20,GR,1584426097,56,37.98,23.72,50.0,8.05
196,Āsosa,10,ET,1584426097,12,10.07,34.53,83.28,5.23
197,Dunn,1,US,1584426097,68,44.95,-91.88,30.99,13.87
198,Ngunguru,72,NZ,1584426097,57,-35.62,174.5,68.0,10.0
199,Gijang,0,KR,1584426097,64,35.24,129.21,60.8,16.11
200,Los Llanos de Aridane,40,ES,1584426098,77,28.66,-17.92,59.0,16.11
201,Kargasok,32,RU,1584426098,86,59.06,80.86,18.48,9.04
202,Usinsk,100,RU,1584426352,90,65.99,57.53,25.86,30.94
203,Pimentel,75,PE,1584426352,29,-6.84,-79.93,66.2,12.75
204,Grindavik,20,IS,1584426352,81,63.84,-22.43,32.0,24.16
205,Mapiripán,44,CO,1584426353,74,2.89,-72.13,74.82,3.15
206,Los Chiles,9,CR,1584426353,89,11.03,-84.72,69.01,25.01
207,Yulara,0,AU,1584426353,13,-25.24,130.99,100.4,4.7
208,Isangel,90,VU,1584426353,79,-19.55,169.27,84.2,11.41
209,Harsūd,27,IN,1584426353,16,22.1,76.73,92.1,6.02
210,Frederick,90,US,1584426354,70,39.47,-77.4,45.0,3.36
211,Cidreira,78,BR,1584425733,79,-30.18,-50.21,72.84,10.04
212,Tasiilaq,100,GL,1584426354,78,65.61,-37.64,12.2,5.82
213,Belyy Yar,63,RU,1584426354,33,53.6,91.39,42.8,11.18
214,Abū Zabad,34,SD,1584426355,14,12.35,29.25,76.08,15.01
215,Marystown,21,CA,1584426355,61,47.17,-55.15,26.22,4.27
216,San Quintín,53,MX,1584426355,70,30.48,-115.95,56.46,3.71
217,Saint-Augustin,0,CA,1584425992,80,51.23,-58.65,9.48,12.68
218,Gorlice,47,PL,1584426355,75,49.66,21.16,36.0,4.18
219,Coyhaique,49,CL,1584426102,76,-45.58,-72.07,50.0,4.7
220,Westport,90,US,1584426356,64,41.14,-73.36,43.0,11.41
221,Kulhudhuffushi,100,MV,1584426103,74,6.62,73.07,83.64,12.48
222,Apiaí,79,BR,1584426356,99,-24.51,-48.84,66.72,1.21
223,Camacha,75,PT,1584425783,54,33.08,-16.33,59.0,17.22
224,Honningsvåg,75,NO,1584426357,73,70.98,25.97,26.6,14.99
225,Luanda,40,AO,1584426104,83,-8.84,13.23,80.6,2.55
226,Miyako,93,JP,1584426357,52,39.64,141.95,44.94,10.6
227,Storforshei,75,NO,1584426357,96,66.4,14.52,32.0,6.93
228,São Raimundo das Mangabeiras,100,BR,1584426358,96,-7.02,-45.48,69.96,1.79
229,Izamal,5,MX,1584426105,61,20.93,-89.02,77.0,9.17
230,Caxito,40,AO,1584426105,83,-8.58,13.66,80.6,4.7
231,Juba,99,SS,1584426106,48,4.85,31.58,85.08,3.47
232,Likhoslavl',87,RU,1584426359,91,57.13,35.46,32.7,3.53
233,Bayonet Point,1,US,1584426185,93,28.33,-82.68,73.4,8.08
234,Snezhnogorsk,0,RU,1584426106,73,69.19,33.25,23.0,4.47
235,Recodo,20,PH,1584426106,66,6.95,121.96,87.8,6.93
236,Pochutla,10,MX,1584426359,76,15.74,-96.47,79.0,9.62
237,Bonito,2,BR,1584426107,96,-21.12,-56.48,71.4,1.92
238,Eldorado,0,BR,1584426107,91,-23.79,-54.28,71.22,1.52
239,Verkhoyansk,99,RU,1584425791,88,67.54,133.38,2.82,2.57
240,Oistins,40,BB,1584426361,83,13.07,-59.53,73.4,5.82
241,Nadym,100,RU,1584426143,81,65.53,72.52,20.1,21.72
242,Waingapu,0,ID,1584426361,63,-9.66,120.26,85.26,4.05
243,East London,20,ZA,1584426306,68,-33.02,27.91,68.0,16.11
244,Thompson,20,CA,1584425520,64,55.74,-97.86,-2.2,16.11
245,Troitsko-Pechorsk,100,RU,1584426108,90,62.71,56.2,29.82,10.71
246,Porto Tolle,0,IT,1584426109,86,44.95,12.32,43.0,5.82
247,Gornyy,86,RU,1584426362,94,55.12,83.91,30.18,6.24
248,Antipovka,0,RU,1584426064,51,49.83,45.31,36.66,7.45
249,Muros,20,ES,1584425995,86,42.78,-9.06,51.01,10.29
250,Kaliua,100,TZ,1584426109,91,-5.06,31.79,69.06,0.29
251,Laguna,90,US,1584425996,81,38.42,-121.42,46.4,4.7
252,Shelekhov,100,RU,1584426363,51,52.21,104.1,39.2,11.18
253,Plettenberg Bay,34,ZA,1584426363,69,-34.05,23.37,67.08,2.51
254,Pato Branco,25,BR,1584426364,78,-26.23,-52.67,66.18,3.29
255,Sørland,75,NO,1584425755,86,67.67,12.69,37.4,40.26
256,Kralendijk,96,BQ,1584426364,73,12.15,-68.27,77.0,8.05
257,Sosnogorsk,99,RU,1584426364,85,63.6,53.88,27.84,13.29
258,Zhezkazgan,90,KZ,1584426362,70,47.8,67.71,42.8,15.66
259,Yerbogachën,100,RU,1584426365,98,61.28,108.01,30.36,9.91
260,Chumikan,61,RU,1584426365,74,54.72,135.31,29.82,12.53
261,Vila Velha,9,BR,1584426112,94,-20.33,-40.29,75.2,3.36
262,Katobu,84,ID,1584426365,85,-4.94,122.53,81.48,3.38
263,Agadez,95,NE,1584426365,8,19.75,10.25,70.14,8.81
264,Tefé,100,BR,1584426366,97,-3.35,-64.71,72.84,1.39
265,Aksu,10,CN,1584426366,15,41.12,80.26,58.44,5.77
266,Upernavik,19,GL,1584426366,49,72.79,-56.15,-17.34,8.63
267,La Mira,0,MX,1584426113,86,18.04,-102.33,73.56,3.91
268,Sobolevo,100,RU,1584426366,95,54.43,31.9,32.16,2.95
269,Loa Janan,30,ID,1584426113,41,-0.58,117.09,93.9,7.27
270,Carmo do Paranaíba,2,BR,1584426367,100,-19.0,-46.32,64.99,0.96
271,Lata,47,PT,1584425775,66,40.16,-8.33,51.01,5.82
272,San José de Ocoa,17,DO,1584426367,71,18.55,-70.5,61.32,7.49
273,Pevek,97,RU,1584426367,77,69.7,170.31,26.76,24.83
274,Tarrafal,20,CV,1584426114,68,15.28,-23.77,68.0,16.11
275,Constitución,65,CL,1584426368,75,-35.33,-72.42,55.38,2.77
276,Charyshskoye,94,RU,1584426115,68,51.4,83.56,41.52,3.96
277,Bouna,100,CI,1584426368,70,9.27,-3.0,78.96,9.04
278,Verkh-Usugli,81,RU,1584426368,35,52.7,115.17,36.48,19.75
279,Egvekinot,100,RU,1584426074,97,66.32,-179.17,23.34,7.11
280,Esperance,75,AU,1584426369,42,-33.87,121.9,82.4,13.87
281,Kedrovyy,94,RU,1584426369,84,56.17,91.82,32.0,22.37
282,Shahdad Kot,31,PK,1584426370,17,27.85,67.91,85.8,2.64
283,Kamina,100,CD,1584426117,89,-8.74,24.99,69.78,2.44
284,Port-Gentil,20,GA,1584426370,94,-0.72,8.78,80.6,4.7
285,Bol,79,TD,1584426371,25,13.46,14.71,72.66,11.79
286,Espoo,50,FI,1584426302,86,60.25,24.67,32.0,8.05
287,Merrill,90,US,1584426371,74,45.18,-89.68,32.0,8.05
288,Salò,5,IT,1584426118,100,45.61,10.53,42.01,1.12
289,Sirte,97,LY,1584426372,72,31.21,16.59,61.32,16.44
290,Muli,60,MV,1584426372,75,2.92,73.57,84.0,13.51
291,Bilma,82,NE,1584426119,7,18.69,12.92,68.34,9.91
292,Joshīmath,0,IN,1584426119,18,30.57,79.57,53.22,4.79
293,Lillers,40,FR,1584426119,93,50.56,2.48,39.0,5.82
294,Popondetta,75,PG,1584426373,80,-8.75,148.25,80.76,3.76
295,Pathein,0,MM,1584426120,56,16.78,94.73,84.36,11.01
296,Maroantsetra,21,MG,1584426373,63,-15.43,49.73,79.32,3.15
297,Khuzhir,33,RU,1584426373,70,53.19,107.34,34.14,17.67
298,Mmabatho,17,ZA,1584426374,68,-25.85,25.63,64.4,11.41
299,Sandpoint,1,US,1584426374,74,48.28,-116.55,30.99,5.19
300,Dobson,90,US,1584426374,100,36.4,-80.72,48.2,1.01
301,Mount Gambier,93,AU,1584426374,20,-37.83,140.77,84.2,12.75
302,Kisanga,100,TZ,1584426375,97,-7.44,37.7,72.12,3.04
303,Richards Bay,100,ZA,1584425779,61,-28.78,32.04,71.58,8.63
304,San Carlos,88,VE,1584425806,77,9.66,-68.58,68.7,3.67
305,Kaitangata,50,NZ,1584426376,63,-46.28,169.85,54.0,6.78
306,Hanna,23,CA,1584426376,76,51.63,-111.9,18.84,7.67
307,Sidi Ali,100,DZ,1584426123,85,36.1,0.42,50.16,4.18
308,Broken Hill,7,AU,1584426246,21,-31.95,141.43,84.2,14.99
309,Payson,1,US,1584426377,43,40.04,-111.73,50.0,16.11
310,Sōja,40,JP,1584426124,54,34.67,133.75,62.01,12.75
311,Bilibino,94,RU,1584426377,88,68.05,166.44,16.86,5.79
312,Cabo San Lucas,20,MX,1584425711,82,22.89,-109.91,66.99,12.75
313,Pangkalanbuun,29,ID,1584426378,71,-2.68,111.62,88.14,3.94
314,Sabla,94,NG,1584426125,10,12.75,4.71,74.64,10.45
315,Tazovsky,100,RU,1584426378,91,67.47,78.7,12.9,16.22
316,Makkah al Mukarramah,10,SA,1584426378,55,21.43,39.83,75.72,1.97
317,Nador,0,MA,1584426379,70,35.17,-2.93,50.0,1.45
318,Khorixas,36,NA,1584426379,62,-20.37,14.97,73.92,8.57
319,Yelyzavethradka,100,UA,1584426379,46,48.8,32.4,36.12,14.05
320,Mūlki,20,IN,1584426379,52,13.1,74.8,91.4,5.82
321,Port Blair,94,IN,1584426379,73,11.67,92.75,83.46,10.74
322,Pozo Colorado,67,PY,1584426380,79,-23.49,-58.8,75.36,2.37
323,Torbay,5,CA,1584426380,72,47.67,-52.73,12.2,5.82
324,Nome,90,US,1584426380,86,64.5,-165.41,30.2,11.41
325,Stanghelle,75,NO,1584426380,93,60.55,5.74,44.6,21.92
326,Kaoma,100,ZM,1584426381,95,-14.78,24.8,63.3,6.53
327,Atasū,86,KZ,1584426127,99,48.68,71.64,39.18,5.41
328,Hong Kong,40,HK,1584425521,73,22.29,114.16,75.0,11.41
329,Hūn,0,LY,1584426381,80,29.13,15.95,55.74,8.97
330,Östersund,100,SE,1584426381,74,63.18,14.64,34.0,12.75
331,La Santisima Trinidad,100,BO,1584426382,95,-14.83,-64.9,74.82,1.28
332,Rio Branco do Sul,75,BR,1584426382,100,-25.19,-49.31,68.0,4.7
333,Staunton,75,US,1584426328,70,38.15,-79.07,44.6,3.36
334,Ostrovnoy,5,RU,1584425801,85,68.05,39.51,16.68,20.27
335,Nouadhibou,100,MR,1584426383,67,20.93,-17.03,62.6,19.46
336,Zbarazh,96,UA,1584426383,68,49.66,25.78,39.0,12.28
337,Ariquemes,99,BR,1584426383,97,-9.91,-63.04,73.2,1.97
338,Phatthalung,20,TH,1584426383,46,7.5,100.08,91.4,17.22
339,Rādhanpur,4,IN,1584426383,12,23.83,71.6,91.2,8.34
340,Hasaki,75,JP,1584426384,53,35.73,140.83,59.0,9.17
341,Yatou,0,CN,1584426384,42,37.15,122.38,54.3,8.79
342,Puro,87,PH,1584426384,73,12.48,123.38,81.3,12.44
343,Rio Claro,71,BR,1584426384,92,-22.41,-47.56,68.16,1.45
344,Santa Fe,10,AR,1584426384,84,-31.63,-60.7,72.0,7.36
345,Bubaque,18,GW,1584426385,57,11.28,-15.83,76.8,15.37
346,Turukhansk,94,RU,1584426108,92,65.82,87.98,-4.02,12.64
347,Fonte Boa,100,BR,1584426385,96,-2.5,-66.27,72.3,0.6
348,Imeni Poliny Osipenko,27,RU,1584426386,82,52.42,136.49,27.48,7.99
349,Pisco,97,PE,1584425703,83,-13.7,-76.22,71.6,12.75
350,Port Lincoln,87,AU,1584426386,26,-34.73,135.87,86.88,9.17
351,Horsham,14,GB,1584426106,93,51.06,-0.33,45.0,3.36
352,Jilib,25,SO,1584426387,53,0.49,42.79,90.3,11.32
353,Calama,10,CL,1584426387,66,-22.47,-68.93,51.8,9.17
354,Chui,0,UY,1584426387,79,-33.7,-53.46,62.22,5.3
355,Rawson,17,AR,1584426387,65,-43.3,-65.1,65.46,16.51
356,Balkanabat,99,TM,1584426388,73,39.51,54.37,50.88,8.63
357,Kibre Mengist,72,ET,1584426388,75,5.88,38.98,68.52,2.44
358,Cairns,75,AU,1584426251,78,-16.92,145.77,77.0,10.29
359,Payakumbuh,42,ID,1584426388,72,-0.22,100.63,80.22,5.48
360,Severo-Kuril'sk,99,RU,1584426389,71,50.68,156.12,19.56,6.11
361,Zlobin,0,HR,1584426389,86,45.29,14.65,39.2,1.12
362,Strezhevoy,32,RU,1584426136,85,60.73,77.59,17.6,8.95
363,Fenelon Falls,90,CA,1584426389,86,44.53,-78.75,34.0,4.7
364,Carman,1,CA,1584426137,67,49.5,-98.0,21.99,13.87
365,Dargaville,47,NZ,1584426390,59,-35.93,173.88,64.38,10.58
366,Ilhabela,100,BR,1584426390,85,-23.78,-45.36,78.6,9.06
367,Antalaha,28,MG,1584426391,71,-14.9,50.28,78.78,1.74
368,Sur,0,OM,1584426391,36,22.57,59.53,76.44,5.28
369,Toumodi,100,CI,1584426138,88,6.56,-5.02,80.01,9.17
370,Abaetetuba,63,BR,1584426391,100,-1.72,-48.88,75.2,2.24
371,Itacoatiara,99,BR,1584426391,95,-3.14,-58.44,74.46,1.48
372,Talaya,100,RU,1584426392,91,61.38,152.75,2.1,5.26
